Country,Country_Code,Measure,Unit_of_measure,Sex,Age,Year,Retirement_values
Indonesia,IDN,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2022,65
China (People’s Republic of),CHN,Expected years after labour market exit,Years,Female,Not applicable,1987,22.4
China (People’s Republic of),CHN,Expected years after labour market exit,Years,Female,Not applicable,1988,22.1
China (People’s Republic of),CHN,Expected years after labour market exit,Years,Female,Not applicable,1989,21.7
China (People’s Republic of),CHN,Expected years after labour market exit,Years,Female,Not applicable,1991,21.8
China (People’s Republic of),CHN,Expected years after labour market exit,Years,Female,Not applicable,1993,22.6
China (People’s Republic of),CHN,Expected years after labour market exit,Years,Female,Not applicable,1994,22.9
China (People’s Republic of),CHN,Expected years after labour market exit,Years,Female,Not applicable,1996,23.2
China (People’s Republic of),CHN,Expected years after labour market exit,Years,Female,Not applicable,1997,23
China (People’s Republic of),CHN,Expected years after labour market exit,Years,Female,Not applicable,1998,22.7
China (People’s Republic of),CHN,Expected years after labour market exit,Years,Female,Not applicable,1999,22.5
China (People’s Republic of),CHN,Expected years after labour market exit,Years,Female,Not applicable,2001,21.9
China (People’s Republic of),CHN,Expected years after labour market exit,Years,Female,Not applicable,2002,21.3
China (People’s Republic of),CHN,Expected years after labour market exit,Years,Female,Not applicable,2003,20.9
China (People’s Republic of),CHN,Expected years after labour market exit,Years,Female,Not applicable,2004,20.5
European Union (27 countries),EU27,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2020,64.3
European Union (27 countries),EU27,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2022,64.5
OECD average country,OECD_REP,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022,50.7
European Union (28 countries),EU28,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2014,62.2
European Union (28 countries),EU28,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2018,63.3
Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,1995,58.7
Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,1996,58.5
Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,1997,58.4
Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,1998,58.3
Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,1999,58.5
Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2000,58.8
Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2001,59
Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2002,59.3
Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2003,59.9
Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2004,60.1
Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2005,59.2
Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2006,58.9
Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2007,60.1
Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2008,59.5
Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2009,58.4
Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2010,59.3
Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2011,59.5
Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2012,58.8
Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2013,59.4
Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2014,61.3
Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2015,61.2
Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2016,60.4
Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2017,61.7
Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2018,60.4
Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2019,60.2
Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2020,61.3
Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2021,63.1
Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2022,62.1
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1970,17.2
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1971,17.6
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1972,17.7
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1973,18.4
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1974,18.7
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1975,20.7
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1976,20.2
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1977,21.6
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1978,22.2
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1979,22.4
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1980,23.1
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1981,23.4
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1982,23.5
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1983,24.2
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1984,24.3
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1985,24.5
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1986,24.1
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1987,24.4
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1988,23.5
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1989,23.6
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1990,23.8
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1991,24.3
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1992,24.2
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1993,24.1
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1994,25.1
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1995,25.2
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1996,25.9
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1997,26
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1998,26
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1999,25.6
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2000,26
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2001,25.9
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2002,25.7
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2003,25.4
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2004,25.8
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2005,25.5
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2006,24.9
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2007,25.2
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2008,25.5
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2009,25
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2010,24.9
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2011,25.1
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2012,25
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2013,25.2
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2014,25.2
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2015,24.8
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2016,24.7
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2017,24.2
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2018,24.5
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2019,24.1
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2020,24.2
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2021,23.9
Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2022,23.5
Denmark,DNK,Gross pension replacement rate at 200% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022,53.1
Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1950,15.6
Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1951,15.9
Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1952,16.3
Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1953,16.5
Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1954,16.9
Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1955,17.2
Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1956,17.6
Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1957,18
Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1958,18.3
Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1959,18.7
Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1960,19
Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1961,19.3
Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1962,19.7
Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1963,19.9
Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1964,20.1
Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1965,20.4
Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1966,20.6
Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1967,20.8
Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1968,21.1
Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1969,21.3
Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1970,21.6
Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1971,22
Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1972,22.4
Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1973,22.8
Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1974,23.2
Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1975,23.7
Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1976,24.1
