,Reference area,REF_AREA,Measure,Unit of measure,TIME_PERIOD,Avoidable_mortality_values
367,Lithuania,LTU,Avoidable mortality,Deaths per 100 000 inhabitants,2014,461.5
368,Lithuania,LTU,Avoidable mortality,Deaths per 100 000 inhabitants,2015,469.1
369,Romania,ROU,Preventable mortality,Deaths per 100 000 inhabitants,2003,357.1
370,Romania,ROU,Preventable mortality,Deaths per 100 000 inhabitants,2004,340.8
371,Romania,ROU,Preventable mortality,Deaths per 100 000 inhabitants,2005,332.5
372,Romania,ROU,Preventable mortality,Deaths per 100 000 inhabitants,2006,319.3
373,Romania,ROU,Preventable mortality,Deaths per 100 000 inhabitants,2007,309.7
374,Romania,ROU,Preventable mortality,Deaths per 100 000 inhabitants,2008,311.7
375,Romania,ROU,Preventable mortality,Deaths per 100 000 inhabitants,2009,307.8
376,Romania,ROU,Preventable mortality,Deaths per 100 000 inhabitants,2010,302.7
377,Romania,ROU,Preventable mortality,Deaths per 100 000 inhabitants,2011,276.0
378,Romania,ROU,Preventable mortality,Deaths per 100 000 inhabitants,2012,275.8
379,Romania,ROU,Preventable mortality,Deaths per 100 000 inhabitants,2013,263.4
380,Romania,ROU,Preventable mortality,Deaths per 100 000 inhabitants,2014,263.9
381,Romania,ROU,Preventable mortality,Deaths per 100 000 inhabitants,2015,259.9
382,Romania,ROU,Preventable mortality,Deaths per 100 000 inhabitants,2016,256.9
383,Romania,ROU,Preventable mortality,Deaths per 100 000 inhabitants,2017,254.0
384,Estonia,EST,Avoidable mortality,Deaths,2018,4532.0
385,Estonia,EST,Avoidable mortality,Deaths,2019,4296.0
386,Estonia,EST,Avoidable mortality,Deaths,2007,6971.0
387,Estonia,EST,Avoidable mortality,Deaths,2008,6402.0
388,Estonia,EST,Avoidable mortality,Deaths,2009,6151.0
389,Estonia,EST,Avoidable mortality,Deaths,2020,4565.0
390,Estonia,EST,Avoidable mortality,Deaths,2021,5435.0
391,Estonia,EST,Avoidable mortality,Deaths,2022,4911.0
392,Estonia,EST,Avoidable mortality,Deaths,2000,8829.0
393,Estonia,EST,Avoidable mortality,Deaths,2001,8875.0
394,Estonia,EST,Avoidable mortality,Deaths,2002,8481.0
395,Estonia,EST,Avoidable mortality,Deaths,2003,8123.0
396,Estonia,EST,Avoidable mortality,Deaths,2004,7794.0
397,Estonia,EST,Avoidable mortality,Deaths,2005,7236.0
398,Estonia,EST,Avoidable mortality,Deaths,2006,7117.0
399,Estonia,EST,Avoidable mortality,Deaths,2011,5421.0
400,Estonia,EST,Avoidable mortality,Deaths,2012,5464.0
401,Estonia,EST,Avoidable mortality,Deaths,2010,5722.0
402,Estonia,EST,Avoidable mortality,Deaths,2013,4928.0
403,Estonia,EST,Avoidable mortality,Deaths,2014,4992.0
404,Estonia,EST,Avoidable mortality,Deaths,2015,4602.0
405,Estonia,EST,Avoidable mortality,Deaths,2016,4478.0
406,Estonia,EST,Avoidable mortality,Deaths,2017,4441.0
407,Brazil,BRA,Treatable mortality,Deaths per 100 000 inhabitants,2021,138.5
408,Brazil,BRA,Treatable mortality,Deaths per 100 000 inhabitants,2000,161.1
409,Brazil,BRA,Treatable mortality,Deaths per 100 000 inhabitants,2011,151.5
410,Brazil,BRA,Treatable mortality,Deaths per 100 000 inhabitants,2012,147.7
411,Brazil,BRA,Treatable mortality,Deaths per 100 000 inhabitants,2013,148.3
412,Brazil,BRA,Treatable mortality,Deaths per 100 000 inhabitants,2014,145.4
413,Brazil,BRA,Treatable mortality,Deaths per 100 000 inhabitants,2001,159.1
414,Brazil,BRA,Treatable mortality,Deaths per 100 000 inhabitants,2002,157.0
415,Brazil,BRA,Treatable mortality,Deaths per 100 000 inhabitants,2003,156.2
416,Brazil,BRA,Treatable mortality,Deaths per 100 000 inhabitants,2004,156.8
417,Brazil,BRA,Treatable mortality,Deaths per 100 000 inhabitants,2005,152.3
418,Brazil,BRA,Treatable mortality,Deaths per 100 000 inhabitants,2006,154.8
419,Brazil,BRA,Treatable mortality,Deaths per 100 000 inhabitants,2007,152.2
420,Brazil,BRA,Treatable mortality,Deaths per 100 000 inhabitants,2008,152.4
421,Brazil,BRA,Treatable mortality,Deaths per 100 000 inhabitants,2009,152.0
422,Brazil,BRA,Treatable mortality,Deaths per 100 000 inhabitants,2010,151.1
423,Brazil,BRA,Treatable mortality,Deaths per 100 000 inhabitants,2015,145.7
424,Brazil,BRA,Treatable mortality,Deaths per 100 000 inhabitants,2016,147.9
425,Brazil,BRA,Treatable mortality,Deaths per 100 000 inhabitants,2017,143.0
426,Brazil,BRA,Treatable mortality,Deaths per 100 000 inhabitants,2018,141.3
427,Brazil,BRA,Treatable mortality,Deaths per 100 000 inhabitants,2019,140.5
428,Brazil,BRA,Treatable mortality,Deaths per 100 000 inhabitants,2020,133.7
429,Mexico,MEX,Avoidable mortality,Deaths per 100 000 inhabitants,2020,667.7
430,Mexico,MEX,Avoidable mortality,Deaths per 100 000 inhabitants,2021,657.9
431,Mexico,MEX,Avoidable mortality,Deaths per 100 000 inhabitants,2000,419.5
432,Mexico,MEX,Avoidable mortality,Deaths per 100 000 inhabitants,2001,411.5
433,Mexico,MEX,Avoidable mortality,Deaths per 100 000 inhabitants,2002,412.9
434,Mexico,MEX,Avoidable mortality,Deaths per 100 000 inhabitants,2003,413.6
435,Mexico,MEX,Avoidable mortality,Deaths per 100 000 inhabitants,2004,403.9
436,Mexico,MEX,Avoidable mortality,Deaths per 100 000 inhabitants,2005,405.3
437,Mexico,MEX,Avoidable mortality,Deaths per 100 000 inhabitants,2006,395.9
438,Mexico,MEX,Avoidable mortality,Deaths per 100 000 inhabitants,2007,385.1
439,Mexico,MEX,Avoidable mortality,Deaths per 100 000 inhabitants,2008,398.0
440,Mexico,MEX,Avoidable mortality,Deaths per 100 000 inhabitants,2009,395.8
441,Mexico,MEX,Avoidable mortality,Deaths per 100 000 inhabitants,2010,393.9
442,Mexico,MEX,Avoidable mortality,Deaths per 100 000 inhabitants,2011,380.9
443,Mexico,MEX,Avoidable mortality,Deaths per 100 000 inhabitants,2012,378.1
444,Mexico,MEX,Avoidable mortality,Deaths per 100 000 inhabitants,2013,367.7
445,Mexico,MEX,Avoidable mortality,Deaths per 100 000 inhabitants,2014,374.3
446,Mexico,MEX,Avoidable mortality,Deaths per 100 000 inhabitants,2015,372.9
447,Mexico,MEX,Avoidable mortality,Deaths per 100 000 inhabitants,2016,387.9
448,Mexico,MEX,Avoidable mortality,Deaths per 100 000 inhabitants,2017,385.0
449,Mexico,MEX,Avoidable mortality,Deaths per 100 000 inhabitants,2018,384.1
450,Mexico,MEX,Avoidable mortality,Deaths per 100 000 inhabitants,2019,387.9
451,New Zealand,NZL,Preventable mortality,Deaths,2001,5419.0
452,New Zealand,NZL,Preventable mortality,Deaths,2002,5295.5
453,New Zealand,NZL,Preventable mortality,Deaths,2013,4893.0
454,New Zealand,NZL,Preventable mortality,Deaths,2014,5162.5
455,New Zealand,NZL,Preventable mortality,Deaths,2015,5253.5
456,New Zealand,NZL,Preventable mortality,Deaths,2016,5168.0
457,New Zealand,NZL,Preventable mortality,Deaths,2003,5304.0
458,New Zealand,NZL,Preventable mortality,Deaths,2004,5317.0
459,New Zealand,NZL,Preventable mortality,Deaths,2005,5006.0
460,New Zealand,NZL,Preventable mortality,Deaths,2006,5058.0
461,New Zealand,NZL,Preventable mortality,Deaths,2007,5079.5
462,New Zealand,NZL,Preventable mortality,Deaths,2008,5148.5
463,New Zealand,NZL,Preventable mortality,Deaths,2009,5213.5
464,New Zealand,NZL,Preventable mortality,Deaths,2010,5038.5
465,New Zealand,NZL,Preventable mortality,Deaths,2011,5328.0
466,Spain,ESP,Preventable mortality,Deaths,2012,47920.0
467,Spain,ESP,Preventable mortality,Deaths,2013,47795.5
468,Sweden,SWE,Preventable mortality,Deaths per 100 000 inhabitants,2021,96.3
469,Sweden,SWE,Preventable mortality,Deaths per 100 000 inhabitants,2022,89.7
470,Sweden,SWE,Preventable mortality,Deaths per 100 000 inhabitants,2000,137.9
471,Sweden,SWE,Preventable mortality,Deaths per 100 000 inhabitants,2001,137.9
472,Sweden,SWE,Preventable mortality,Deaths per 100 000 inhabitants,2002,136.7
473,Sweden,SWE,Preventable mortality,Deaths per 100 000 inhabitants,2003,133.2
474,Sweden,SWE,Preventable mortality,Deaths per 100 000 inhabitants,2004,134.9
475,Sweden,SWE,Preventable mortality,Deaths per 100 000 inhabitants,2005,128.9
476,Sweden,SWE,Preventable mortality,Deaths per 100 000 inhabitants,2006,122.8
477,Sweden,SWE,Preventable mortality,Deaths per 100 000 inhabitants,2007,120.7
478,Sweden,SWE,Preventable mortality,Deaths per 100 000 inhabitants,2008,119.5
479,Sweden,SWE,Preventable mortality,Deaths per 100 000 inhabitants,2009,114.8
480,Sweden,SWE,Preventable mortality,Deaths per 100 000 inhabitants,2010,109.0
481,Sweden,SWE,Preventable mortality,Deaths per 100 000 inhabitants,2011,105.1
482,Sweden,SWE,Preventable mortality,Deaths per 100 000 inhabitants,2012,104.6
483,Sweden,SWE,Preventable mortality,Deaths per 100 000 inhabitants,2013,104.9
484,Sweden,SWE,Preventable mortality,Deaths per 100 000 inhabitants,2014,102.7
485,Sweden,SWE,Preventable mortality,Deaths per 100 000 inhabitants,2015,103.4
486,Sweden,SWE,Preventable mortality,Deaths per 100 000 inhabitants,2016,100.0
487,Sweden,SWE,Preventable mortality,Deaths per 100 000 inhabitants,2017,97.9
488,Sweden,SWE,Preventable mortality,Deaths per 100 000 inhabitants,2018,97.5
489,Sweden,SWE,Preventable mortality,Deaths per 100 000 inhabitants,2019,92.2
490,Sweden,SWE,Preventable mortality,Deaths per 100 000 inhabitants,2020,101.2
491,Korea,KOR,Preventable mortality,Deaths per 100 000 inhabitants,2020,99.1
492,Korea,KOR,Preventable mortality,Deaths per 100 000 inhabitants,2021,98.6
493,Korea,KOR,Preventable mortality,Deaths per 100 000 inhabitants,2000,255.9
494,Korea,KOR,Preventable mortality,Deaths per 100 000 inhabitants,2001,245.7
495,Korea,KOR,Preventable mortality,Deaths per 100 000 inhabitants,2002,244.2
496,Korea,KOR,Preventable mortality,Deaths per 100 000 inhabitants,2003,237.7
497,Korea,KOR,Preventable mortality,Deaths per 100 000 inhabitants,2004,226.0
498,Korea,KOR,Preventable mortality,Deaths per 100 000 inhabitants,2005,212.7
499,Korea,KOR,Preventable mortality,Deaths per 100 000 inhabitants,2006,198.2
500,Korea,KOR,Preventable mortality,Deaths per 100 000 inhabitants,2007,188.5
501,Korea,KOR,Preventable mortality,Deaths per 100 000 inhabitants,2008,177.6
502,Korea,KOR,Preventable mortality,Deaths per 100 000 inhabitants,2009,171.7
503,Korea,KOR,Preventable mortality,Deaths per 100 000 inhabitants,2010,165.1
504,Korea,KOR,Preventable mortality,Deaths per 100 000 inhabitants,2011,156.2
505,Korea,KOR,Preventable mortality,Deaths per 100 000 inhabitants,2012,147.2
506,Korea,KOR,Preventable mortality,Deaths per 100 000 inhabitants,2013,139.2
507,Korea,KOR,Preventable mortality,Deaths per 100 000 inhabitants,2014,131.8
508,Korea,KOR,Preventable mortality,Deaths per 100 000 inhabitants,2015,125.0
509,Korea,KOR,Preventable mortality,Deaths per 100 000 inhabitants,2016,118.8
510,Korea,KOR,Preventable mortality,Deaths per 100 000 inhabitants,2017,110.5
511,Korea,KOR,Preventable mortality,Deaths per 100 000 inhabitants,2018,106.7
512,Korea,KOR,Preventable mortality,Deaths per 100 000 inhabitants,2019,102.6
513,Brazil,BRA,Preventable mortality,Deaths,2020,459625.5
514,Brazil,BRA,Preventable mortality,Deaths,2021,643773.5
515,Brazil,BRA,Preventable mortality,Deaths,2000,273847.5
516,Brazil,BRA,Preventable mortality,Deaths,2001,277087.0
517,Brazil,BRA,Preventable mortality,Deaths,2002,283607.0
518,Brazil,BRA,Preventable mortality,Deaths,2003,286567.0
519,Brazil,BRA,Preventable mortality,Deaths,2004,292232.0
520,Brazil,BRA,Preventable mortality,Deaths,2005,291444.0
521,Brazil,BRA,Preventable mortality,Deaths,2006,298576.5
522,Brazil,BRA,Preventable mortality,Deaths,2007,303354.0
523,Brazil,BRA,Preventable mortality,Deaths,2008,311461.0
524,Brazil,BRA,Preventable mortality,Deaths,2009,317037.0
525,Brazil,BRA,Preventable mortality,Deaths,2010,323400.0
526,Brazil,BRA,Preventable mortality,Deaths,2011,329328.0
527,Brazil,BRA,Preventable mortality,Deaths,2012,334009.0
528,Brazil,BRA,Preventable mortality,Deaths,2013,336761.5
529,Brazil,BRA,Preventable mortality,Deaths,2014,339304.0
530,Brazil,BRA,Preventable mortality,Deaths,2015,337784.5
531,Brazil,BRA,Preventable mortality,Deaths,2016,347107.5
532,Brazil,BRA,Preventable mortality,Deaths,2017,347020.0
533,Brazil,BRA,Preventable mortality,Deaths,2018,339828.5
534,Brazil,BRA,Preventable mortality,Deaths,2019,333739.5
535,Latvia,LVA,Avoidable mortality,Deaths,2020,8890.0
536,Latvia,LVA,Avoidable mortality,Deaths,2021,11516.0
537,Latvia,LVA,Avoidable mortality,Deaths,2000,15597.0
538,Latvia,LVA,Avoidable mortality,Deaths,2001,15998.0
539,Latvia,LVA,Avoidable mortality,Deaths,2002,15464.0
540,Latvia,LVA,Avoidable mortality,Deaths,2003,14723.0
541,Latvia,LVA,Avoidable mortality,Deaths,2004,14329.0
542,Latvia,LVA,Avoidable mortality,Deaths,2005,14444.0
543,Latvia,LVA,Avoidable mortality,Deaths,2006,14523.0
544,Latvia,LVA,Avoidable mortality,Deaths,2007,13692.0
545,Latvia,LVA,Avoidable mortality,Deaths,2008,12921.0
546,Latvia,LVA,Avoidable mortality,Deaths,2009,12223.0
547,Latvia,LVA,Avoidable mortality,Deaths,2010,12071.0
548,Latvia,LVA,Avoidable mortality,Deaths,2011,11341.0
549,Latvia,LVA,Avoidable mortality,Deaths,2012,10991.0
550,Latvia,LVA,Avoidable mortality,Deaths,2013,10685.0
551,Latvia,LVA,Avoidable mortality,Deaths,2014,10122.0
552,Latvia,LVA,Avoidable mortality,Deaths,2015,9845.0
553,Latvia,LVA,Avoidable mortality,Deaths,2016,9489.0
554,Latvia,LVA,Avoidable mortality,Deaths,2017,9238.0
555,Latvia,LVA,Avoidable mortality,Deaths,2018,9174.0
556,Latvia,LVA,Avoidable mortality,Deaths,2019,8556.0
557,South Africa,ZAF,Preventable mortality,Deaths,2017,140022.0
558,South Africa,ZAF,Preventable mortality,Deaths,2018,140001.5
559,South Africa,ZAF,Preventable mortality,Deaths,2000,131953.5
560,South Africa,ZAF,Preventable mortality,Deaths,2001,139345.5
561,South Africa,ZAF,Preventable mortality,Deaths,2002,150935.0
562,South Africa,ZAF,Preventable mortality,Deaths,2003,163055.5
563,South Africa,ZAF,Preventable mortality,Deaths,2004,167479.5
564,South Africa,ZAF,Preventable mortality,Deaths,2005,173180.0
565,Romania,ROU,Preventable mortality,Deaths per 100 000 inhabitants,2001,357.8
566,Romania,ROU,Preventable mortality,Deaths per 100 000 inhabitants,2002,369.3
567,South Africa,ZAF,Preventable mortality,Deaths,2008,183818.0
568,South Africa,ZAF,Preventable mortality,Deaths,2009,171702.5
569,South Africa,ZAF,Preventable mortality,Deaths,2010,165399.0
570,South Africa,ZAF,Preventable mortality,Deaths,2011,150133.5
571,South Africa,ZAF,Preventable mortality,Deaths,2012,144963.0
572,South Africa,ZAF,Preventable mortality,Deaths,2013,143110.0
573,South Africa,ZAF,Preventable mortality,Deaths,2014,140508.5
574,South Africa,ZAF,Preventable mortality,Deaths,2015,139925.5
575,South Africa,ZAF,Preventable mortality,Deaths,2016,141363.5
576,Colombia,COL,Preventable mortality,Deaths,2020,90392.0
577,Colombia,COL,Preventable mortality,Deaths,2021,126881.5
578,Colombia,COL,Preventable mortality,Deaths,2000,73175.5
579,Colombia,COL,Preventable mortality,Deaths,2001,74239.5
580,Colombia,COL,Preventable mortality,Deaths,2002,75360.0
581,Colombia,COL,Preventable mortality,Deaths,2003,67669.5
582,Colombia,COL,Preventable mortality,Deaths,2004,66023.5
583,Colombia,COL,Preventable mortality,Deaths,2005,61815.5
584,Colombia,COL,Preventable mortality,Deaths,2006,61435.5
585,Colombia,COL,Preventable mortality,Deaths,2007,59859.5
586,Colombia,COL,Preventable mortality,Deaths,2008,60279.0
587,Colombia,COL,Preventable mortality,Deaths,2009,61771.5
588,Colombia,COL,Preventable mortality,Deaths,2010,60247.0
589,Colombia,COL,Preventable mortality,Deaths,2011,56991.5
590,Colombia,COL,Preventable mortality,Deaths,2012,57301.0
591,Colombia,COL,Preventable mortality,Deaths,2013,56804.5
592,Colombia,COL,Preventable mortality,Deaths,2014,56122.0
593,Colombia,COL,Preventable mortality,Deaths,2015,57067.0
594,Colombia,COL,Preventable mortality,Deaths,2016,57947.5
595,Colombia,COL,Preventable mortality,Deaths,2017,58428.0
596,Colombia,COL,Preventable mortality,Deaths,2018,60385.0
597,Colombia,COL,Preventable mortality,Deaths,2019,61317.5
598,Austria,AUT,Treatable mortality,Deaths per 100 000 inhabitants,2020,56.9
599,Austria,AUT,Treatable mortality,Deaths per 100 000 inhabitants,2021,57.4
600,Austria,AUT,Treatable mortality,Deaths per 100 000 inhabitants,2002,98.1
601,Austria,AUT,Treatable mortality,Deaths per 100 000 inhabitants,2003,94.9
602,Austria,AUT,Treatable mortality,Deaths per 100 000 inhabitants,2004,88.3
603,Austria,AUT,Treatable mortality,Deaths per 100 000 inhabitants,2005,84.8
604,Austria,AUT,Treatable mortality,Deaths per 100 000 inhabitants,2006,81.5
605,Austria,AUT,Treatable mortality,Deaths per 100 000 inhabitants,2007,77.6
606,Austria,AUT,Treatable mortality,Deaths per 100 000 inhabitants,2008,72.7
607,Austria,AUT,Treatable mortality,Deaths per 100 000 inhabitants,2009,72.9
608,Austria,AUT,Treatable mortality,Deaths per 100 000 inhabitants,2010,70.2
609,Austria,AUT,Treatable mortality,Deaths per 100 000 inhabitants,2011,66.4
610,Austria,AUT,Treatable mortality,Deaths per 100 000 inhabitants,2012,64.5
611,Austria,AUT,Treatable mortality,Deaths per 100 000 inhabitants,2013,63.5
612,Austria,AUT,Treatable mortality,Deaths per 100 000 inhabitants,2014,62.8
613,Austria,AUT,Treatable mortality,Deaths per 100 000 inhabitants,2015,63.7
614,Austria,AUT,Treatable mortality,Deaths per 100 000 inhabitants,2016,62.7
615,Austria,AUT,Treatable mortality,Deaths per 100 000 inhabitants,2017,61.2
616,Austria,AUT,Treatable mortality,Deaths per 100 000 inhabitants,2018,60.4
617,Austria,AUT,Treatable mortality,Deaths per 100 000 inhabitants,2019,59.1
618,Thailand,THA,Preventable mortality,Deaths,2006,95160.0
619,Thailand,THA,Preventable mortality,Deaths,2007,92732.5
620,Thailand,THA,Preventable mortality,Deaths,2017,111088.5
621,Thailand,THA,Preventable mortality,Deaths,2008,91537.5
622,Thailand,THA,Preventable mortality,Deaths,2009,89890.0
623,Thailand,THA,Preventable mortality,Deaths,2010,90508.5
624,Thailand,THA,Preventable mortality,Deaths,2011,93451.0
625,Thailand,THA,Preventable mortality,Deaths,2012,95412.0
626,Thailand,THA,Preventable mortality,Deaths,2013,101590.0
627,Thailand,THA,Preventable mortality,Deaths,2014,103133.0
628,Thailand,THA,Preventable mortality,Deaths,2015,107510.0
629,Thailand,THA,Preventable mortality,Deaths,2016,113829.0
630,Thailand,THA,Preventable mortality,Deaths,2018,110483.0
631,Thailand,THA,Preventable mortality,Deaths,2019,116338.0
632,Thailand,THA,Preventable mortality,Deaths,2000,84419.5
633,Thailand,THA,Preventable mortality,Deaths,2002,101212.5
634,Thailand,THA,Preventable mortality,Deaths,2003,109503.0
635,Thailand,THA,Preventable mortality,Deaths,2004,102991.5
636,Thailand,THA,Preventable mortality,Deaths,2005,96428.5
637,United States,USA,Preventable mortality,Deaths,2021,934865.0
638,United States,USA,Preventable mortality,Deaths,2000,493563.5
639,United States,USA,Preventable mortality,Deaths,2011,525905.0
640,United States,USA,Preventable mortality,Deaths,2012,533890.5
641,United States,USA,Preventable mortality,Deaths,2013,544792.5
642,United States,USA,Preventable mortality,Deaths,2014,557339.0
643,United States,USA,Preventable mortality,Deaths,2001,497461.0
644,United States,USA,Preventable mortality,Deaths,2002,501442.0
645,United States,USA,Preventable mortality,Deaths,2003,503212.5
646,United States,USA,Preventable mortality,Deaths,2004,498551.0
647,United States,USA,Preventable mortality,Deaths,2005,507203.0
648,United States,USA,Preventable mortality,Deaths,2006,509196.5
