Country,Country_code,Measure,Domain,Unit_of_measure,Age,Year,Well-being_values
Slovenia,SVN,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2022,1.58
Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2004,4.17
Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2005,4.8
Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2006,4.06
Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2007,4.81
Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2008,4.92
Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2009,4.08
Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2010,4.54
Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2011,5.79
Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2012,6.93
Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2013,7.95
Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2014,8
Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2015,5.66
Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2016,1.21
Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2018,1.13
Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2021,0.59
Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2022,1.42
Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2004,27.298374565
Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2005,25.483300532
Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2006,25.307719766
Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2007,24.547568994
Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2008,24.226355760
Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2009,21.536
Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2010,20.248
Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2011,19.206
Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2012,18.471
Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2013,16.273
Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2014,15.558
Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2015,15.627
Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2016,16.558
Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2017,17.083
Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2018,17.595
Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2019,18.376
Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2020,16.738
Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2021,17.527
Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2022,19.817
Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2023,20.393
Chile,CHL,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2011,5.329254627
Chile,CHL,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2012,5.075429916
Chile,CHL,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2013,4.194490433
Chile,CHL,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2014,4.049803734
Chile,CHL,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2015,4.477488518
Chile,CHL,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2016,4.226230145
Spain,ESP,Job strain,Work and job quality,Percentage of employees in the same subgroup,Young,2005,59.467803955
Spain,ESP,Job strain,Work and job quality,Percentage of employees in the same subgroup,Young,2010,45.679702759
Spain,ESP,Job strain,Work and job quality,Percentage of employees in the same subgroup,Young,2015,39.601978302
Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2004,9.5
Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2005,10.03
Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2006,9.53
Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2007,8.62
Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2008,7.42
Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2009,6.92
Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2010,6.82
Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2011,7.13
Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2012,7.15
Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2013,6.97
Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2014,6.98
Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2015,6.96
Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2016,6.39
Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2017,5.96
Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2018,5.07
Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2019,4.55
Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2020,3.13
Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2021,3.52
Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2022,3.09
Japan,JPN,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2007,2.009954691
Japan,JPN,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2008,2.659761429
Japan,JPN,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2009,2.586426020
Japan,JPN,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2010,2.175127506
Japan,JPN,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2011,1.909845114
Japan,JPN,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2012,3.355449438
Japan,JPN,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2013,1.606970429
Japan,JPN,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2014,1.676807523
Japan,JPN,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2015,1.589764118
Japan,JPN,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2016,1.450522304
Austria,AUT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2004,12.17
Austria,AUT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2005,12.05
Austria,AUT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2006,11.6
Austria,AUT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2007,11.77
Austria,AUT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2008,11.52
Austria,AUT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2009,10.52
Austria,AUT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2010,9.75
Austria,AUT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2011,9.66
Austria,AUT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2012,9.28
Austria,AUT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2013,8.22
Austria,AUT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2014,7.95
Austria,AUT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2015,7.75
Austria,AUT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2016,7.34
Austria,AUT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2017,7.14
Austria,AUT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2018,7.04
Austria,AUT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2019,6.42
