,REF_AREA,Reference area,CHEM_COMP,Pollutant,Measure,Unit of measure,TIME_PERIOD,OBS_VALUE,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2
246,PRT,Portugal,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2006,54.15038,A,Normal value,,
247,PRT,Portugal,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2007,52.32703,A,Normal value,,
248,PRT,Portugal,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2008,50.64658,A,Normal value,,
249,PRT,Portugal,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2009,48.15765,A,Normal value,,
250,PRT,Portugal,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2010,48.48415,A,Normal value,,
251,PRT,Portugal,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2011,49.79093,A,Normal value,,
252,PRT,Portugal,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2012,48.17659,A,Normal value,,
253,PRT,Portugal,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2013,47.18176,A,Normal value,,
254,PRT,Portugal,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2014,46.43563,A,Normal value,,
255,PRT,Portugal,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2015,46.01147,A,Normal value,,
256,PRT,Portugal,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2016,45.33152,A,Normal value,,
257,PRT,Portugal,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2017,45.55628,A,Normal value,,
258,PRT,Portugal,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2018,45.4338,A,Normal value,,
259,PRT,Portugal,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2019,45.20204,A,Normal value,,
260,PRT,Portugal,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2020,43.953,A,Normal value,,
261,PRT,Portugal,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2021,44.94112,A,Normal value,,
262,PRT,Portugal,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2022,44.37335,A,Normal value,,
263,ESP,Spain,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,1990,1310.686,A,Normal value,,
264,ESP,Spain,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,1991,1350.575,A,Normal value,,
265,ESP,Spain,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,1992,1369.085,A,Normal value,,
266,ESP,Spain,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,1993,1306.782,A,Normal value,,
267,ESP,Spain,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,1994,1312.099,A,Normal value,,
268,ESP,Spain,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,1995,1318.384,A,Normal value,,
269,ESP,Spain,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,1996,1303.91,A,Normal value,,
270,ESP,Spain,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,1997,1325.225,A,Normal value,,
271,ESP,Spain,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,1998,1321.45,A,Normal value,,
272,ESP,Spain,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,1999,1324.967,A,Normal value,,
273,ESP,Spain,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2000,1332.131,A,Normal value,,
274,ESP,Spain,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2001,1298.755,A,Normal value,,
275,ESP,Spain,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2002,1321.922,A,Normal value,,
276,ESP,Spain,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2003,1328.724,A,Normal value,,
277,ESP,Spain,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2004,1341.958,A,Normal value,,
278,ESP,Spain,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2005,1316.969,A,Normal value,,
279,ESP,Spain,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2006,1287.383,A,Normal value,,
280,ESP,Spain,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2007,1288.713,A,Normal value,,
281,ESP,Spain,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2008,1100.106,A,Normal value,,
282,ESP,Spain,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2009,984.4176,A,Normal value,,
283,ESP,Spain,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2010,931.3048,A,Normal value,,
284,ESP,Spain,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2011,930.2695,A,Normal value,,
285,ESP,Spain,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2012,876.4875,A,Normal value,,
286,ESP,Spain,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2013,807.5652,A,Normal value,,
287,ESP,Spain,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2014,788.6498,A,Normal value,,
288,ESP,Spain,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2015,806.5247,A,Normal value,,
289,ESP,Spain,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2016,755.6251,A,Normal value,,
290,ESP,Spain,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2017,747.5776,A,Normal value,,
291,ESP,Spain,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2018,737.0797,A,Normal value,,
292,ESP,Spain,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2019,672.5012,A,Normal value,,
293,ESP,Spain,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2020,591.0527,A,Normal value,,
294,ESP,Spain,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2021,609.3022,A,Normal value,,
295,ESP,Spain,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2022,582.7456,A,Normal value,,
296,CYP,Cyprus,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2000,2.51006,A,Normal value,,
297,CYP,Cyprus,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2001,2.25204,A,Normal value,,
298,CYP,Cyprus,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2002,2.178712,A,Normal value,,
299,CYP,Cyprus,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2003,2.189981,A,Normal value,,
300,CYP,Cyprus,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2004,2.190683,A,Normal value,,
301,CYP,Cyprus,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2005,2.119684,A,Normal value,,
302,CYP,Cyprus,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2006,1.992427,A,Normal value,,
303,CYP,Cyprus,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2007,1.905806,A,Normal value,,
304,CYP,Cyprus,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2008,1.880701,A,Normal value,,
305,CYP,Cyprus,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2009,1.667641,A,Normal value,,
306,CYP,Cyprus,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2010,1.585818,A,Normal value,,
307,CYP,Cyprus,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2011,1.422461,A,Normal value,,
308,CYP,Cyprus,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2012,1.103998,A,Normal value,,
309,CYP,Cyprus,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2013,0.9467915,A,Normal value,,
310,CYP,Cyprus,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2014,0.8775527,A,Normal value,,
311,CYP,Cyprus,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2015,0.9148075,A,Normal value,,
312,CYP,Cyprus,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2016,0.9947804,A,Normal value,,
313,CYP,Cyprus,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2017,0.9878709,A,Normal value,,
314,CYP,Cyprus,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2018,0.9888031,A,Normal value,,
315,CYP,Cyprus,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2019,1.028259,A,Normal value,,
316,CYP,Cyprus,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2020,0.9370662,A,Normal value,,
317,CYP,Cyprus,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2021,1.012825,A,Normal value,,
318,CYP,Cyprus,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2022,0.9831235,A,Normal value,,
319,HRV,Croatia,NH3,Ammonia,Total man-made emissions,Tonnes,1990,50.46351,A,Normal value,,
320,HRV,Croatia,NH3,Ammonia,Total man-made emissions,Tonnes,1991,49.76556,A,Normal value,,
321,HRV,Croatia,NH3,Ammonia,Total man-made emissions,Tonnes,1992,45.19711,A,Normal value,,
322,HRV,Croatia,NH3,Ammonia,Total man-made emissions,Tonnes,1993,40.88127,A,Normal value,,
323,HRV,Croatia,NH3,Ammonia,Total man-made emissions,Tonnes,1994,40.00518,A,Normal value,,
324,HRV,Croatia,NH3,Ammonia,Total man-made emissions,Tonnes,1995,37.95702,A,Normal value,,
325,HRV,Croatia,NH3,Ammonia,Total man-made emissions,Tonnes,1996,37.83442,A,Normal value,,
326,HRV,Croatia,NH3,Ammonia,Total man-made emissions,Tonnes,1997,40.17913,A,Normal value,,
327,HRV,Croatia,NH3,Ammonia,Total man-made emissions,Tonnes,1998,36.13594,A,Normal value,,
328,HRV,Croatia,NH3,Ammonia,Total man-made emissions,Tonnes,1999,38.25159,A,Normal value,,
329,HRV,Croatia,NH3,Ammonia,Total man-made emissions,Tonnes,2000,38.95189,A,Normal value,,
330,HRV,Croatia,NH3,Ammonia,Total man-made emissions,Tonnes,2001,41.29262,A,Normal value,,
331,HRV,Croatia,NH3,Ammonia,Total man-made emissions,Tonnes,2002,40.05131,A,Normal value,,
332,HRV,Croatia,NH3,Ammonia,Total man-made emissions,Tonnes,2003,40.13862,A,Normal value,,
333,HRV,Croatia,NH3,Ammonia,Total man-made emissions,Tonnes,2004,42.4748,A,Normal value,,
334,HRV,Croatia,NH3,Ammonia,Total man-made emissions,Tonnes,2005,39.69758,A,Normal value,,
335,HRV,Croatia,NH3,Ammonia,Total man-made emissions,Tonnes,2006,39.49115,A,Normal value,,
336,HRV,Croatia,NH3,Ammonia,Total man-made emissions,Tonnes,2007,39.51617,A,Normal value,,
337,HRV,Croatia,NH3,Ammonia,Total man-made emissions,Tonnes,2008,41.8462,A,Normal value,,
338,HRV,Croatia,NH3,Ammonia,Total man-made emissions,Tonnes,2009,33.10986,A,Normal value,,
339,HRV,Croatia,NH3,Ammonia,Total man-made emissions,Tonnes,2010,35.44172,A,Normal value,,
340,HRV,Croatia,NH3,Ammonia,Total man-made emissions,Tonnes,2011,36.8528,A,Normal value,,
341,HRV,Croatia,NH3,Ammonia,Total man-made emissions,Tonnes,2012,35.35189,A,Normal value,,
342,HRV,Croatia,NH3,Ammonia,Total man-made emissions,Tonnes,2013,28.90365,A,Normal value,,
343,HRV,Croatia,NH3,Ammonia,Total man-made emissions,Tonnes,2014,27.79673,A,Normal value,,
344,HRV,Croatia,NH3,Ammonia,Total man-made emissions,Tonnes,2015,30.41944,A,Normal value,,
345,HRV,Croatia,NH3,Ammonia,Total man-made emissions,Tonnes,2016,28.68561,A,Normal value,,
346,HRV,Croatia,NH3,Ammonia,Total man-made emissions,Tonnes,2017,31.90682,A,Normal value,,
347,HRV,Croatia,NH3,Ammonia,Total man-made emissions,Tonnes,2018,32.10004,A,Normal value,,
348,HRV,Croatia,NH3,Ammonia,Total man-made emissions,Tonnes,2019,30.21417,A,Normal value,,
349,HRV,Croatia,NH3,Ammonia,Total man-made emissions,Tonnes,2020,31.11706,A,Normal value,,
350,HRV,Croatia,NH3,Ammonia,Total man-made emissions,Tonnes,2021,29.77751,A,Normal value,,
351,HRV,Croatia,NH3,Ammonia,Total man-made emissions,Tonnes,2022,26.9156,A,Normal value,,
352,ISL,Iceland,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1990,1.401424,A,Normal value,,
353,ISL,Iceland,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1991,1.402738,A,Normal value,,
354,ISL,Iceland,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1992,1.453582,A,Normal value,,
355,ISL,Iceland,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1993,1.514998,A,Normal value,,
356,ISL,Iceland,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1994,1.510932,A,Normal value,,
357,ISL,Iceland,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1995,1.594595,A,Normal value,,
358,ISL,Iceland,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1996,1.517985,A,Normal value,,
359,ISL,Iceland,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1997,1.535483,A,Normal value,,
360,ISL,Iceland,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1998,1.529106,A,Normal value,,
361,ISL,Iceland,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,1999,1.440101,A,Normal value,,
362,ISL,Iceland,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2000,1.492389,A,Normal value,,
363,ISL,Iceland,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2001,1.519271,A,Normal value,,
364,ISL,Iceland,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2002,1.436593,A,Normal value,,
365,ISL,Iceland,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2003,1.591928,A,Normal value,,
366,ISL,Iceland,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2004,1.547516,A,Normal value,,
367,ISL,Iceland,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2005,1.432971,A,Normal value,,
368,ISL,Iceland,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2006,1.689364,A,Normal value,,
369,ISL,Iceland,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2007,1.901167,A,Normal value,,
370,ISL,Iceland,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2008,1.883504,A,Normal value,,
371,ISL,Iceland,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2009,1.775998,A,Normal value,,
372,ISL,Iceland,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2010,1.663281,A,Normal value,,
373,ISL,Iceland,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2011,1.368382,A,Normal value,,
374,ISL,Iceland,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2012,1.413587,A,Normal value,,
375,ISL,Iceland,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2013,1.364854,A,Normal value,,
376,ISL,Iceland,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2014,1.332985,A,Normal value,,
377,ISL,Iceland,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2015,1.300095,A,Normal value,,
378,ISL,Iceland,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2016,1.16618,A,Normal value,,
379,ISL,Iceland,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2017,1.140078,A,Normal value,,
380,ISL,Iceland,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2018,1.173422,A,Normal value,,
381,ISL,Iceland,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2019,1.088193,A,Normal value,,
382,ISL,Iceland,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2020,0.8857169,A,Normal value,,
383,ISL,Iceland,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2021,0.9312147,A,Normal value,,
384,ISL,Iceland,PM2_5,Particulates (PM2.5),Total man-made emissions,Tonnes,2022,0.9542036,A,Normal value,,
385,BEL,Belgium,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1990,384.8264,A,Normal value,,
386,BEL,Belgium,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1991,378.3495,A,Normal value,,
387,BEL,Belgium,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1992,377.9632,A,Normal value,,
388,BEL,Belgium,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1993,369.4687,A,Normal value,,
389,BEL,Belgium,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1994,351.9069,A,Normal value,,
390,BEL,Belgium,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1995,343.5521,A,Normal value,,
391,BEL,Belgium,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1996,334.3423,A,Normal value,,
392,BEL,Belgium,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1997,317.3976,A,Normal value,,
393,BEL,Belgium,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1998,308.3468,A,Normal value,,
394,BEL,Belgium,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,1999,291.7211,A,Normal value,,
395,BEL,Belgium,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2000,264.0615,A,Normal value,,
396,BEL,Belgium,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2001,257.7934,A,Normal value,,
397,BEL,Belgium,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2002,241.3506,A,Normal value,,
398,BEL,Belgium,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2003,230.3839,A,Normal value,,
399,BEL,Belgium,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2004,217.7034,A,Normal value,,
400,BEL,Belgium,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2005,211.0515,A,Normal value,,
401,BEL,Belgium,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2006,204.0475,A,Normal value,,
402,BEL,Belgium,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2007,194.4651,A,Normal value,,
403,BEL,Belgium,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2008,186.1681,A,Normal value,,
404,BEL,Belgium,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2009,174.0533,A,Normal value,,
405,BEL,Belgium,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2010,172.4775,A,Normal value,,
406,BEL,Belgium,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2011,160.3369,A,Normal value,,
407,BEL,Belgium,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2012,156.9043,A,Normal value,,
408,BEL,Belgium,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2013,152.7579,A,Normal value,,
409,BEL,Belgium,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2014,146.0581,A,Normal value,,
410,BEL,Belgium,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2015,145.3978,A,Normal value,,
411,BEL,Belgium,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2016,141.3988,A,Normal value,,
412,BEL,Belgium,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2017,139.1788,A,Normal value,,
413,BEL,Belgium,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2018,137.1048,A,Normal value,,
414,BEL,Belgium,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2019,136.0631,A,Normal value,,
415,BEL,Belgium,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2020,140.2783,A,Normal value,,
416,BEL,Belgium,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2021,138.9801,A,Normal value,,
417,BEL,Belgium,NMVOC,Non-methane volatile organic compounds,Total man-made emissions,Tonnes,2022,130.4074,A,Normal value,,
418,GEO,Georgia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,1990,75.70547,A,Normal value,,
419,GEO,Georgia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,1991,58.12118,A,Normal value,,
420,GEO,Georgia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,1992,46.42867,A,Normal value,,
421,GEO,Georgia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,1993,39.39457,A,Normal value,,
422,GEO,Georgia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,1994,29.03038,A,Normal value,,
423,GEO,Georgia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,1995,29.71488,A,Normal value,,
424,GEO,Georgia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,1996,28.96648,A,Normal value,,
425,GEO,Georgia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,1997,25.59101,A,Normal value,,
426,GEO,Georgia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,1998,21.84657,A,Normal value,,
427,GEO,Georgia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,1999,22.83853,A,Normal value,,
428,GEO,Georgia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2000,21.46362,A,Normal value,,
429,GEO,Georgia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2001,17.62798,A,Normal value,,
430,GEO,Georgia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2002,19.62226,A,Normal value,,
431,GEO,Georgia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2003,20.367,A,Normal value,,
432,GEO,Georgia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2004,19.8606,A,Normal value,,
433,GEO,Georgia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2005,23.62403,A,Normal value,,
434,GEO,Georgia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2006,24.30526,A,Normal value,,
435,GEO,Georgia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2007,26.21248,A,Normal value,,
436,GEO,Georgia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2008,23.33943,A,Normal value,,
437,GEO,Georgia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2009,27.52539,A,Normal value,,
438,GEO,Georgia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2010,29.2602,A,Normal value,,
439,GEO,Georgia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2011,30.11931,A,Normal value,,
440,GEO,Georgia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2012,32.32277,A,Normal value,,
441,GEO,Georgia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2013,35.24617,A,Normal value,,
442,GEO,Georgia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2014,39.86443,A,Normal value,,
443,GEO,Georgia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2015,42.98843,A,Normal value,,
444,GEO,Georgia,NOX,Nitrogen oxides,Total man-made emissions,Tonnes,2016,44.0479,A,Normal value,,
