,REF_AREA,Reference area,Measure,Unit of measure,Age,Health status,TIME_PERIOD,OBS_VALUE
262,DNK,Denmark,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,83.3
263,DNK,Denmark,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,84.7
264,DNK,Denmark,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,87.5
265,DNK,Denmark,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,87.7
266,DNK,Denmark,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,88.3
267,DNK,Denmark,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,87.6
268,DNK,Denmark,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,85.3
269,DNK,Denmark,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,86.4
270,DNK,Denmark,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,84.0
271,DNK,Denmark,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,85.6
272,DNK,Denmark,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,86.0
273,DNK,Denmark,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,82.1
274,DNK,Denmark,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,71.4
275,DNK,Denmark,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2023,74.0
276,POL,Poland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1996,57.3
277,POL,Poland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2001,64.3
278,POL,Poland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2004,74.2
279,POL,Poland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2005,76.0
280,POL,Poland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2006,76.0
281,POL,Poland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2007,79.6
282,POL,Poland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2008,80.7
283,POL,Poland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2009,80.6
284,POL,Poland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2010,82.0
285,POL,Poland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2011,82.4
286,POL,Poland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2012,81.8
287,POL,Poland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2013,83.6
288,POL,Poland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,83.9
289,POL,Poland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,83.5
290,SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2005,89.5
291,SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2006,89.9
292,SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,91.2
293,SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,93.7
294,SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,92.9
295,SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,95.2
296,SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,94.2
297,SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,95.1
298,SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,95.2
299,SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,95.3
300,SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,95.0
301,SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,94.9
302,SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,95.2
303,SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,95.0
304,SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,94.3
305,SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,95.2
306,SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,95.6
307,SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,97.2
308,SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2023,96.6
309,BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1997,91.1
310,BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2001,91.9
311,BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2004,93.9
312,BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2005,92.5
313,BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2006,93.4
314,BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,92.7
315,BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,93.1
316,BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,94.1
317,BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,93.6
318,BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,93.0
319,BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,93.8
320,BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,93.2
321,BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,93.3
322,BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,93.7
323,BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,93.7
324,BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,92.9
325,BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,93.1
326,BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,92.9
327,BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,93.9
328,BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,93.8
329,BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,93.9
330,BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2023,93.5
331,USA,United States,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1982,93.0
332,USA,United States,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1983,93.0
333,USA,United States,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1984,93.0
334,USA,United States,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1985,93.7
335,USA,United States,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1986,93.6
