,Country,Country_code,Measure,Domain,Unit_of_measure,Age,Year,Well-being_values
235,Slovenia,SVN,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2013,3.85
236,Slovenia,SVN,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2014,2.58
237,Slovenia,SVN,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2015,3.8
238,Slovenia,SVN,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2016,2.53
239,Slovenia,SVN,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2017,1.94
240,Slovenia,SVN,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2018,3.08
241,Slovenia,SVN,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2019,2.4
242,Slovenia,SVN,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2020,2.54
243,Slovenia,SVN,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2021,2.04
244,Slovenia,SVN,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2022,1.58
245,Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2004,4.17
246,Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2005,4.8
247,Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2006,4.06
248,Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2007,4.81
249,Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2008,4.92
250,Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2009,4.08
251,Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2010,4.54
252,Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2011,5.79
253,Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2012,6.93
254,Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2013,7.95
255,Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2014,8.0
256,Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2015,5.66
257,Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2016,1.21
258,Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2018,1.13
259,Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2021,0.59
260,Portugal,PRT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2022,1.42
261,Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2004,27.298374565
262,Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2005,25.483300532
263,Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2006,25.307719766
264,Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2007,24.547568994
265,Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2008,24.22635576
266,Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2009,21.536
267,Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2010,20.248
268,Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2011,19.206
269,Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2012,18.471
270,Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2013,16.273
271,Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2014,15.558
272,Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2015,15.627
273,Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2016,16.558
274,Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2017,17.083
275,Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2018,17.595
276,Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2019,18.376
277,Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2020,16.738
278,Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2021,17.527
279,Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2022,19.817
280,Italy,ITA,Employment rate,Work and job quality,Percentage of population aged 25-64 years in the same subgroup,Young,2023,20.393
281,Chile,CHL,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2011,5.329254627
282,Chile,CHL,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2012,5.075429916
283,Chile,CHL,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2013,4.194490433
284,Chile,CHL,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2014,4.049803734
285,Chile,CHL,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2015,4.477488518
286,Chile,CHL,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2016,4.226230145
287,Spain,ESP,Job strain,Work and job quality,Percentage of employees in the same subgroup,Young,2005,59.467803955
288,Spain,ESP,Job strain,Work and job quality,Percentage of employees in the same subgroup,Young,2010,45.679702759
289,Spain,ESP,Job strain,Work and job quality,Percentage of employees in the same subgroup,Young,2015,39.601978302
290,Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2004,9.5
291,Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2005,10.03
292,Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2006,9.53
293,Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2007,8.62
294,Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2008,7.42
295,Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2009,6.92
296,Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2010,6.82
297,Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2011,7.13
298,Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2012,7.15
299,Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2013,6.97
300,Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2014,6.98
301,Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2015,6.96
302,Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2016,6.39
303,Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2017,5.96
304,Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2018,5.07
305,Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2019,4.55
306,Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2020,3.13
307,Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2021,3.52
308,Poland,POL,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Young,2022,3.09
309,Japan,JPN,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2007,2.009954691
310,Japan,JPN,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2008,2.659761429
311,Japan,JPN,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2009,2.58642602
312,Japan,JPN,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2010,2.175127506
313,Japan,JPN,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2011,1.909845114
314,Japan,JPN,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2012,3.355449438
315,Japan,JPN,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2013,1.606970429
316,Japan,JPN,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2014,1.676807523
317,Japan,JPN,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2015,1.589764118
318,Japan,JPN,Labour market insecurity,Work and job quality,Percentage of previous earnings lost in the same subgroup,Middle-aged,2016,1.450522304
319,Austria,AUT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2004,12.17
320,Austria,AUT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2005,12.05
321,Austria,AUT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2006,11.6
322,Austria,AUT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2007,11.77
323,Austria,AUT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2008,11.52
324,Austria,AUT,Long hours in paid work,Work and job quality,Percentage of employees in the same subgroup,Middle-aged,2009,10.52
