,Country,Country_Code,Measure,Unit_of_measure,Sex,Age,Year,Retirement_values
305,Korea,KOR,Capital income of older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2014,19.1
306,Korea,KOR,Capital income of older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2016,22.5
307,Korea,KOR,Capital income of older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2018,22.1
308,Korea,KOR,Capital income of older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2020,21.4
309,Costa Rica,CRI,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022,64.1
310,Colombia,COL,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2020,0.0
311,Argentina,ARG,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022,78.7
312,China (People’s Republic of),CHN,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Female,Not applicable,2022,53.8
313,Bulgaria,BGR,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022,58.3
314,Indonesia,IDN,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2014,55.0
315,Indonesia,IDN,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2018,65.0
316,Indonesia,IDN,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2020,65.0
317,Indonesia,IDN,Future retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2022,65.0
318,China (People’s Republic of),CHN,Expected years after labour market exit,Years,Female,Not applicable,1987,22.4
319,China (People’s Republic of),CHN,Expected years after labour market exit,Years,Female,Not applicable,1988,22.1
320,China (People’s Republic of),CHN,Expected years after labour market exit,Years,Female,Not applicable,1989,21.7
321,China (People’s Republic of),CHN,Expected years after labour market exit,Years,Female,Not applicable,1991,21.8
322,China (People’s Republic of),CHN,Expected years after labour market exit,Years,Female,Not applicable,1993,22.6
323,China (People’s Republic of),CHN,Expected years after labour market exit,Years,Female,Not applicable,1994,22.9
324,China (People’s Republic of),CHN,Expected years after labour market exit,Years,Female,Not applicable,1996,23.2
325,China (People’s Republic of),CHN,Expected years after labour market exit,Years,Female,Not applicable,1997,23.0
326,China (People’s Republic of),CHN,Expected years after labour market exit,Years,Female,Not applicable,1998,22.7
327,China (People’s Republic of),CHN,Expected years after labour market exit,Years,Female,Not applicable,1999,22.5
328,China (People’s Republic of),CHN,Expected years after labour market exit,Years,Female,Not applicable,2001,21.9
329,China (People’s Republic of),CHN,Expected years after labour market exit,Years,Female,Not applicable,2002,21.3
330,China (People’s Republic of),CHN,Expected years after labour market exit,Years,Female,Not applicable,2003,20.9
331,China (People’s Republic of),CHN,Expected years after labour market exit,Years,Female,Not applicable,2004,20.5
332,European Union (27 countries),EU27,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2020,64.3
333,European Union (27 countries),EU27,Current retirement age for a person who entered the labour force at age 22,Years,Male,Not applicable,2022,64.5
334,OECD average country,OECD_REP,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022,50.7
335,European Union (28 countries),EU28,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2014,62.2
336,European Union (28 countries),EU28,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2018,63.3
337,Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,1995,58.7
338,Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,1996,58.5
339,Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,1997,58.4
340,Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,1998,58.3
341,Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,1999,58.5
342,Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2000,58.8
343,Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2001,59.0
344,Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2002,59.3
345,Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2003,59.9
346,Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2004,60.1
347,Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2005,59.2
348,Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2006,58.9
349,Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2007,60.1
350,Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2008,59.5
351,Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2009,58.4
352,Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2010,59.3
353,Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2011,59.5
354,Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2012,58.8
355,Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2013,59.4
356,Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2014,61.3
357,Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2015,61.2
358,Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2016,60.4
359,Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2017,61.7
360,Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2018,60.4
361,Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2019,60.2
362,Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2020,61.3
363,Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2021,63.1
364,Croatia,HRV,Effective labour market exit age,Years,Male,Not applicable,2022,62.1
365,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1970,17.2
366,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1971,17.6
367,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1972,17.7
368,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1973,18.4
369,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1974,18.7
370,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1975,20.7
371,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1976,20.2
372,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1977,21.6
373,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1978,22.2
374,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1979,22.4
375,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1980,23.1
376,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1981,23.4
377,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1982,23.5
378,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1983,24.2
379,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1984,24.3
380,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1985,24.5
381,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1986,24.1
382,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1987,24.4
383,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1988,23.5
384,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1989,23.6
385,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1990,23.8
386,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1991,24.3
387,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1992,24.2
388,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1993,24.1
389,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1994,25.1
390,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1995,25.2
391,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1996,25.9
392,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1997,26.0
393,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1998,26.0
394,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,1999,25.6
395,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2000,26.0
396,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2001,25.9
397,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2002,25.7
398,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2003,25.4
399,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2004,25.8
400,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2005,25.5
401,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2006,24.9
402,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2007,25.2
403,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2008,25.5
404,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2009,25.0
405,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2010,24.9
406,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2011,25.1
407,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2012,25.0
408,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2013,25.2
409,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2014,25.2
410,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2015,24.8
411,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2016,24.7
412,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2017,24.2
413,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2018,24.5
414,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2019,24.1
415,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2020,24.2
416,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2021,23.9
417,Australia,AUS,Expected years after labour market exit,Years,Female,Not applicable,2022,23.5
418,Denmark,DNK,Gross pension replacement rate at 200% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022,53.1
419,Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1950,15.6
420,Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1951,15.9
421,Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1952,16.3
422,Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1953,16.5
423,Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1954,16.9
424,Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1955,17.2
425,Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1956,17.6
426,Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1957,18.0
427,Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1958,18.3
428,Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1959,18.7
429,Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1960,19.0
430,Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1961,19.3
431,Denmark,DNK,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1962,19.7
