NOC,Team,Year,Sex,Medal,Count
NED,Netherlands,1988,M,Gold,2
NED,Netherlands,1988,M,Silver,2
NED,Netherlands,1992,M,Bronze,4
NED,Netherlands,1992,M,Gold,5
NED,Netherlands,1992,M,Silver,17
NED,Netherlands,1994,M,Bronze,3
NED,Netherlands,1994,M,Silver,1
NED,Netherlands,1996,M,Bronze,3
NED,Netherlands,1996,M,Gold,33
NED,Netherlands,1996,M,Silver,3
NED,Netherlands,1998,M,Bronze,2
NED,Netherlands,1998,M,Gold,3
NED,Netherlands,1998,M,Silver,4
NED,Netherlands,2000,M,Bronze,7
NED,Netherlands,2000,M,Gold,20
NED,Netherlands,2000,M,Silver,6
NED,Netherlands,2002,M,Gold,3
NED,Netherlands,2002,M,Silver,3
NED,Netherlands,2004,M,Bronze,3
NED,Netherlands,2004,M,Gold,1
NED,Netherlands,2004,M,Silver,32
NED,Netherlands,2006,M,Bronze,7
NED,Netherlands,2006,M,Gold,1
NED,Netherlands,2006,M,Silver,1
NED,Netherlands,2008,M,Bronze,2
NED,Netherlands,2008,M,Gold,1
NED,Netherlands,2010,M,Bronze,5
NED,Netherlands,2010,M,Gold,2
NED,Netherlands,2012,M,Bronze,3
NED,Netherlands,2012,M,Gold,2
NED,Netherlands,2012,M,Silver,22
NED,Netherlands,2014,M,Bronze,5
NED,Netherlands,2014,M,Gold,7
NED,Netherlands,2014,M,Silver,4
NED,Netherlands,2016,M,Bronze,9
NED,Netherlands,2016,M,Gold,2
NED,Netherlands,2016,M,Silver,3
NED,Netherlands-1,2016,M,Bronze,2
USA,New York Athletic Club,1904,M,Gold,3
USA,New York Athletic Club #1-1,1904,M,Gold,1
USA,New York Athletic Club-1,1904,M,Gold,1
NZL,New Zealand,1952,F,Gold,1
NZL,New Zealand,1964,F,Bronze,1
NZL,New Zealand,1988,F,Bronze,3
NZL,New Zealand,1992,F,Bronze,1
NZL,New Zealand,1992,F,Gold,1
NZL,New Zealand,1992,F,Silver,2
NZL,New Zealand,1996,F,Silver,1
NZL,New Zealand,2000,F,Bronze,1
NZL,New Zealand,2004,F,Gold,3
NZL,New Zealand,2008,F,Gold,3
NZL,New Zealand,2012,F,Bronze,4
NZL,New Zealand,2012,F,Gold,4
NZL,New Zealand,2012,F,Silver,1
NZL,New Zealand,2016,F,Bronze,2
NZL,New Zealand,2016,F,Gold,1
NZL,New Zealand,2016,F,Silver,21
NZL,New Zealand,1924,M,Bronze,1
NZL,New Zealand,1928,M,Gold,1
NZL,New Zealand,1936,M,Gold,1
NZL,New Zealand,1952,M,Bronze,1
NZL,New Zealand,1956,M,Gold,1
NZL,New Zealand,1960,M,Bronze,1
NZL,New Zealand,1960,M,Gold,2
NZL,New Zealand,1964,M,Bronze,1
NZL,New Zealand,1964,M,Gold,2
NZL,New Zealand,1968,M,Bronze,2
NZL,New Zealand,1968,M,Gold,5
NZL,New Zealand,1972,M,Bronze,1
NZL,New Zealand,1972,M,Gold,9
NZL,New Zealand,1972,M,Silver,2
NZL,New Zealand,1976,M,Bronze,9
NZL,New Zealand,1976,M,Gold,15
NZL,New Zealand,1976,M,Silver,1
NZL,New Zealand,1984,M,Bronze,6
NZL,New Zealand,1984,M,Gold,16
NZL,New Zealand,1984,M,Silver,1
NZL,New Zealand,1988,M,Bronze,12
NZL,New Zealand,1988,M,Gold,4
NZL,New Zealand,1988,M,Silver,4
NZL,New Zealand,1992,M,Bronze,4
NZL,New Zealand,1992,M,Silver,5
NZL,New Zealand,1996,M,Bronze,3
NZL,New Zealand,1996,M,Gold,1
NZL,New Zealand,2000,M,Bronze,2
NZL,New Zealand,2000,M,Gold,1
NZL,New Zealand,2004,M,Gold,1
NZL,New Zealand,2004,M,Silver,2
NZL,New Zealand,2008,M,Bronze,9
NZL,New Zealand,2008,M,Gold,1
NZL,New Zealand,2008,M,Silver,2
NZL,New Zealand,2012,M,Bronze,11
NZL,New Zealand,2012,M,Gold,5
NZL,New Zealand,2012,M,Silver,2
NZL,New Zealand,2016,M,Bronze,3
NZL,New Zealand,2016,M,Gold,5
NZL,New Zealand,2016,M,Silver,3
NIG,Niger,2016,M,Silver,1
NGR,Nigeria,1992,F,Bronze,4
NGR,Nigeria,1996,F,Bronze,2
NGR,Nigeria,1996,F,Gold,1
NGR,Nigeria,1996,F,Silver,4
NGR,Nigeria,2000,F,Silver,2
NGR,Nigeria,2008,F,Bronze,6
NGR,Nigeria,1964,M,Bronze,1
NGR,Nigeria,1972,M,Bronze,1
NGR,Nigeria,1984,M,Bronze,4
NGR,Nigeria,1984,M,Silver,1
NGR,Nigeria,1992,M,Silver,7
NGR,Nigeria,1996,M,Gold,15
NGR,Nigeria,2000,M,Gold,6
NGR,Nigeria,2004,M,Bronze,8
NGR,Nigeria,2008,M,Bronze,1
NGR,Nigeria,2008,M,Silver,16
NGR,Nigeria,2016,M,Bronze,17
GRE,Nirefs,1960,M,Gold,3
PRK,North Korea,1964,F,Silver,1
PRK,North Korea,1972,F,Bronze,10
PRK,North Korea,1992,F,Bronze,1
PRK,North Korea,1996,F,Gold,1
PRK,North Korea,2000,F,Bronze,1
PRK,North Korea,2000,F,Silver,1
PRK,North Korea,2004,F,Silver,3
PRK,North Korea,2008,F,Bronze,2
PRK,North Korea,2008,F,Gold,2
PRK,North Korea,2008,F,Silver,1
PRK,North Korea,2012,F,Bronze,1
PRK,North Korea,2012,F,Gold,2
PRK,North Korea,2016,F,Bronze,1
PRK,North Korea,2016,F,Gold,1
PRK,North Korea,2016,F,Silver,2
PRK,North Korea,1972,M,Bronze,2
PRK,North Korea,1972,M,Gold,1
PRK,North Korea,1972,M,Silver,1
PRK,North Korea,1976,M,Gold,1
PRK,North Korea,1976,M,Silver,1
PRK,North Korea,1980,M,Bronze,2
PRK,North Korea,1980,M,Silver,3
PRK,North Korea,1992,M,Bronze,1
PRK,North Korea,1992,M,Gold,3
PRK,North Korea,1996,M,Bronze,1
PRK,North Korea,1996,M,Gold,1
PRK,North Korea,2000,M,Bronze,2
PRK,North Korea,2004,M,Bronze,1
PRK,North Korea,2004,M,Silver,1
PRK,North Korea,2008,M,Bronze,1
PRK,North Korea,2012,M,Bronze,1
PRK,North Korea,2012,M,Gold,2
PRK,North Korea,2016,M,Bronze,1
PRK,North Korea,2016,M,Gold,1
PRK,North Korea,2016,M,Silver,1
NOR,Norway,1928,F,Gold,1
NOR,Norway,1932,F,Gold,1
NOR,Norway,1936,F,Gold,1
NOR,Norway,1968,F,Bronze,1
NOR,Norway,1968,F,Gold,2
NOR,Norway,1968,F,Silver,1
NOR,Norway,1972,F,Bronze,3
NOR,Norway,1976,F,Bronze,1
NOR,Norway,1980,F,Bronze,3
NOR,Norway,1980,F,Gold,1
NOR,Norway,1984,F,Bronze,2
NOR,Norway,1984,F,Gold,4
NOR,Norway,1984,F,Silver,2
NOR,Norway,1988,F,Silver,18
NOR,Norway,1992,F,Bronze,1
NOR,Norway,1992,F,Gold,1
NOR,Norway,1992,F,Silver,14
NOR,Norway,1994,F,Bronze,1
NOR,Norway,1994,F,Gold,1
NOR,Norway,1994,F,Silver,5
NOR,Norway,1996,F,Bronze,16
NOR,Norway,1998,F,Bronze,7
NOR,Norway,1998,F,Silver,5
NOR,Norway,2000,F,Bronze,15
NOR,Norway,2000,F,Gold,18
NOR,Norway,2000,F,Silver,2
NOR,Norway,2002,F,Bronze,2
NOR,Norway,2002,F,Gold,2
NOR,Norway,2002,F,Silver,9
NOR,Norway,2004,F,Gold,2
NOR,Norway,2006,F,Bronze,2
NOR,Norway,2006,F,Silver,2
NOR,Norway,2008,F,Bronze,1
NOR,Norway,2008,F,Gold,8
NOR,Norway,2008,F,Silver,2
NOR,Norway,2010,F,Bronze,1
NOR,Norway,2010,F,Gold,6
NOR,Norway,2010,F,Silver,2
NOR,Norway,2012,F,Gold,8
NOR,Norway,2014,F,Bronze,5
NOR,Norway,2014,F,Gold,5
NOR,Norway,2014,F,Silver,1
NOR,Norway,2016,F,Bronze,14
NOR,Norway,1908,M,Bronze,2
NOR,Norway,1908,M,Silver,3
NOR,Norway,1912,M,Gold,1
NOR,Norway,1920,M,Gold,1
NOR,Norway,1924,M,Bronze,1
NOR,Norway,1924,M,Gold,1
NOR,Norway,1928,M,Bronze,1
NOR,Norway,1948,M,Bronze,1
NOR,Norway,1952,M,Gold,1
NOR,Norway,1952,M,Silver,1
NOR,Norway,1956,M,Bronze,2
NOR,Norway,1956,M,Gold,1
NOR,Norway,1956,M,Silver,1
NOR,Norway,1960,M,Gold,1
NOR,Norway,1960,M,Silver,2
NOR,Norway,1964,M,Bronze,3
NOR,Norway,1964,M,Gold,1
NOR,Norway,1964,M,Silver,3
NOR,Norway,1968,M,Bronze,1
NOR,Norway,1968,M,Gold,12
NOR,Norway,1968,M,Silver,10
NOR,Norway,1972,M,Bronze,8
NOR,Norway,1972,M,Gold,4
NOR,Norway,1972,M,Silver,10
NOR,Norway,1976,M,Gold,5
NOR,Norway,1976,M,Silver,10
NOR,Norway,1980,M,Bronze,5
NOR,Norway,1980,M,Silver,5
NOR,Norway,1984,M,Bronze,5
NOR,Norway,1984,M,Gold,2
NOR,Norway,1984,M,Silver,3
NOR,Norway,1988,M,Bronze,3
NOR,Norway,1988,M,Gold,2
NOR,Norway,1988,M,Silver,7
NOR,Norway,1992,M,Bronze,5
NOR,Norway,1992,M,Gold,10
NOR,Norway,1992,M,Silver,12
NOR,Norway,1994,M,Bronze,4
NOR,Norway,1994,M,Gold,7
NOR,Norway,1994,M,Silver,12
NOR,Norway,1996,M,Bronze,1
NOR,Norway,1996,M,Gold,2
NOR,Norway,1996,M,Silver,3
NOR,Norway,1998,M,Bronze,5
NOR,Norway,1998,M,Gold,13
NOR,Norway,1998,M,Silver,10
NOR,Norway,2000,M,Bronze,4
NOR,Norway,2000,M,Gold,2
NOR,Norway,2000,M,Silver,2
NOR,Norway,2002,M,Bronze,5
NOR,Norway,2002,M,Gold,21
NOR,Norway,2002,M,Silver,2
NOR,Norway,2004,M,Bronze,2
NOR,Norway,2004,M,Gold,3
NOR,Norway,2006,M,Bronze,10
NOR,Norway,2006,M,Gold,2
NOR,Norway,2006,M,Silver,7
NOR,Norway,2008,M,Gold,2
NOR,Norway,2008,M,Silver,2
NOR,Norway,2010,M,Bronze,7
NOR,Norway,2010,M,Gold,9
NOR,Norway,2010,M,Silver,9
NOR,Norway,2012,M,Bronze,1
NOR,Norway,2012,M,Gold,1
NOR,Norway,2012,M,Silver,1
NOR,Norway,2014,M,Bronze,3
NOR,Norway,2014,M,Gold,8
NOR,Norway,2014,M,Silver,1
NOR,Norway,2016,M,Bronze,5
PAK,Pakistan,1956,M,Silver,10
PAK,Pakistan,1960,M,Bronze,1
PAK,Pakistan,1960,M,Gold,13
PAK,Pakistan,1964,M,Silver,16
PAK,Pakistan,1968,M,Gold,13
PAK,Pakistan,1972,M,Silver,15
PAK,Pakistan,1976,M,Bronze,16
PAK,Pakistan,1984,M,Gold,16
PAK,Pakistan,1992,M,Bronze,7
PAN,Panama,1948,M,Bronze,2
PAN,Panama,2008,M,Gold,1
NZL,Pandora,1964,M,Gold,2
PAR,Paraguay,2004,M,Silver,17
PER,Peru,1988,F,Silver,12
PER,Peru,1984,M,Silver,1
PER,Peru,1992,M,Silver,1
USA,"Philadelphia Turngemeinde, Philadelphia",1904,M,Gold,1
PHI,Philippines,2016,F,Silver,1
PHI,Philippines,1928,M,Bronze,1
PHI,Philippines,1932,M,Bronze,1
PHI,Philippines,1936,M,Bronze,1
PHI,Philippines,1964,M,Silver,1
PHI,Philippines,1988,M,Bronze,1
PHI,Philippines,1992,M,Bronze,1
PHI,Philippines,1996,M,Silver,1
POL,Poland,1928,F,Gold,1
POL,Poland,1932,F,Bronze,1
POL,Poland,1932,F,Gold,1
POL,Poland,1936,F,Bronze,1
POL,Poland,1936,F,Silver,2
POL,Poland,1956,F,Bronze,6
POL,Poland,1956,F,Gold,1
POL,Poland,1960,F,Bronze,6
POL,Poland,1960,F,Silver,3
POL,Poland,1964,F,Bronze,11
POL,Poland,1964,F,Gold,4
POL,Poland,1964,F,Silver,3
POL,Poland,1968,F,Bronze,13
POL,Poland,1968,F,Gold,1
POL,Poland,1972,F,Bronze,1
POL,Poland,1972,F,Silver,1
POL,Poland,1976,F,Gold,1
POL,Poland,1980,F,Bronze,3
POL,Poland,1980,F,Silver,3
POL,Poland,1988,F,Bronze,1
POL,Poland,1992,F,Bronze,2
POL,Poland,1996,F,Bronze,4
POL,Poland,1996,F,Gold,1
POL,Poland,1996,F,Silver,1
POL,Poland,2000,F,Bronze,2
POL,Poland,2000,F,Gold,2
POL,Poland,2000,F,Silver,5
POL,Poland,2004,F,Bronze,5
POL,Poland,2004,F,Gold,1
POL,Poland,2004,F,Silver,2
POL,Poland,2006,F,Bronze,1
POL,Poland,2008,F,Bronze,1
POL,Poland,2008,F,Silver,3
POL,Poland,2010,F,Bronze,4
POL,Poland,2010,F,Gold,1
POL,Poland,2010,F,Silver,1
POL,Poland,2012,F,Bronze,5
POL,Poland,2012,F,Silver,2
POL,Poland,2014,F,Gold,1
POL,Poland,2014,F,Silver,4
POL,Poland,2016,F,Bronze,8
POL,Poland,2016,F,Gold,3
POL,Poland,2016,F,Silver,2
POL,Poland,1924,M,Bronze,1
POL,Poland,1924,M,Silver,3
POL,Poland,1928,M,Bronze,10
POL,Poland,1928,M,Silver,2
POL,Poland,1932,M,Bronze,12
POL,Poland,1932,M,Gold,1
POL,Poland,1932,M,Silver,3
POL,Poland,1936,M,Bronze,3
POL,Poland,1936,M,Silver,3
POL,Poland,1952,M,Bronze,1
POL,Poland,1952,M,Gold,1
POL,Poland,1952,M,Silver,1
POL,Poland,1956,M,Bronze,4
POL,Poland,1956,M,Silver,9
POL,Poland,1960,M,Bronze,10
POL,Poland,1960,M,Gold,4
POL,Poland,1960,M,Silver,9
POL,Poland,1964,M,Bronze,12
POL,Poland,1964,M,Gold,6
POL,Poland,1964,M,Silver,10
POL,Poland,1968,M,Bronze,17
POL,Poland,1968,M,Gold,4
POL,Poland,1968,M,Silver,2
POL,Poland,1972,M,Bronze,10
POL,Poland,1972,M,Gold,28
POL,Poland,1972,M,Silver,7
POL,Poland,1976,M,Bronze,26
POL,Poland,1976,M,Gold,17
POL,Poland,1976,M,Silver,29
POL,Poland,1980,M,Bronze,19
POL,Poland,1980,M,Gold,3
POL,Poland,1980,M,Silver,22
POL,Poland,1988,M,Bronze,9
POL,Poland,1988,M,Gold,2
POL,Poland,1988,M,Silver,9
POL,Poland,1992,M,Bronze,17
POL,Poland,1992,M,Gold,5
POL,Poland,1992,M,Silver,22
POL,Poland,1996,M,Bronze,3
POL,Poland,1996,M,Gold,6
POL,Poland,1996,M,Silver,7
POL,Poland,2000,M,Bronze,5
POL,Poland,2000,M,Gold,5
POL,Poland,2000,M,Silver,3
POL,Poland,2002,M,Bronze,1
POL,Poland,2002,M,Silver,1
POL,Poland,2004,M,Bronze,1
POL,Poland,2004,M,Gold,3
POL,Poland,2006,M,Silver,1
POL,Poland,2008,M,Gold,6
POL,Poland,2008,M,Silver,10
POL,Poland,2010,M,Silver,2
POL,Poland,2012,M,Bronze,3
POL,Poland,2012,M,Gold,2
POL,Poland,2014,M,Bronze,3
POL,Poland,2014,M,Gold,3
POL,Poland,2016,M,Bronze,2
POL,Poland,2016,M,Silver,1
POL,Poland-1,2000,M,Silver,2
POR,Portugal,1984,F,Bronze,1
POR,Portugal,1988,F,Gold,1
POR,Portugal,1996,F,Gold,1
POR,Portugal,2000,F,Bronze,1
POR,Portugal,2008,F,Silver,1
POR,Portugal,2016,F,Bronze,1
POR,Portugal,1936,M,Bronze,1
POR,Portugal,1948,M,Bronze,1
POR,Portugal,1976,M,Silver,2
POR,Portugal,1984,M,Bronze,1
POR,Portugal,1984,M,Gold,1
POR,Portugal,1996,M,Bronze,2
POR,Portugal,2000,M,Bronze,1
POR,Portugal,2004,M,Bronze,1
POR,Portugal,2004,M,Silver,2
POR,Portugal,2008,M,Gold,1
POR,Portugal,2012,M,Silver,2
PUR,Puerto Rico,2016,F,Gold,1
PUR,Puerto Rico,1976,M,Bronze,1
PUR,Puerto Rico,1984,M,Bronze,1
PUR,Puerto Rico,1984,M,Silver,1
PUR,Puerto Rico,1992,M,Bronze,1
PUR,Puerto Rico,1996,M,Bronze,1
PUR,Puerto Rico,2012,M,Bronze,1
PUR,Puerto Rico,2012,M,Silver,1
QAT,Qatar,1992,M,Bronze,1
QAT,Qatar,2000,M,Bronze,1
QAT,Qatar,2012,M,Bronze,2
QAT,Qatar,2016,M,Silver,1
FRA,Racing Club de France,1900,M,Silver,1
FIN,Ralia,1952,M,Bronze,1
ROU,Romania,1956,F,Bronze,5
ROU,Romania,1956,F,Silver,1
ROU,Romania,1960,F,Bronze,8
ROU,Romania,1960,F,Gold,1
ROU,Romania,1964,F,Bronze,3
ROU,Romania,1964,F,Gold,2
ROU,Romania,1964,F,Silver,1
ROU,Romania,1968,F,Bronze,6
ROU,Romania,1968,F,Gold,2
ROU,Romania,1968,F,Silver,2
ROU,Romania,1972,F,Bronze,6
ROU,Romania,1972,F,Silver,2
ROU,Romania,1976,F,Bronze,7
ROU,Romania,1976,F,Gold,3
ROU,Romania,1976,F,Silver,7
ROU,Romania,1980,F,Bronze,14
ROU,Romania,1980,F,Gold,3
ROU,Romania,1980,F,Silver,8
ROU,Romania,1984,F,Bronze,7
ROU,Romania,1984,F,Gold,32
ROU,Romania,1984,F,Silver,19
ROU,Romania,1988,F,Bronze,15
ROU,Romania,1988,F,Gold,6
ROU,Romania,1988,F,Silver,24
ROU,Romania,1992,F,Bronze,3
ROU,Romania,1992,F,Gold,1
ROU,Romania,1992,F,Silver,14
ROU,Romania,1996,F,Bronze,6
ROU,Romania,1996,F,Gold,12
ROU,Romania,1996,F,Silver,6
ROU,Romania,2000,F,Bronze,9
ROU,Romania,2000,F,Gold,23
ROU,Romania,2000,F,Silver,5
ROU,Romania,2004,F,Bronze,2
ROU,Romania,2004,F,Gold,23
ROU,Romania,2004,F,Silver,2
ROU,Romania,2008,F,Bronze,15
ROU,Romania,2008,F,Gold,5
ROU,Romania,2008,F,Silver,1
ROU,Romania,2012,F,Bronze,2
ROU,Romania,2012,F,Gold,1
ROU,Romania,2012,F,Silver,4
ROU,Romania,2016,F,Bronze,9
ROU,Romania,2016,F,Gold,4
ROU,Romania,1952,M,Gold,1
ROU,Romania,1956,M,Gold,4
ROU,Romania,1956,M,Silver,2
ROU,Romania,1960,M,Bronze,3
ROU,Romania,1960,M,Gold,2
ROU,Romania,1960,M,Silver,1
ROU,Romania,1964,M,Bronze,7
ROU,Romania,1964,M,Silver,3
ROU,Romania,1968,M,Bronze,3
ROU,Romania,1968,M,Gold,3
ROU,Romania,1968,M,Silver,7
ROU,Romania,1972,M,Bronze,21
ROU,Romania,1972,M,Gold,3
ROU,Romania,1972,M,Silver,8
ROU,Romania,1976,M,Bronze,16
ROU,Romania,1976,M,Gold,1
ROU,Romania,1976,M,Silver,20
ROU,Romania,1980,M,Bronze,32
ROU,Romania,1980,M,Gold,4
ROU,Romania,1980,M,Silver,7
ROU,Romania,1984,M,Bronze,28
ROU,Romania,1984,M,Gold,8
ROU,Romania,1984,M,Silver,12
ROU,Romania,1988,M,Bronze,1
ROU,Romania,1988,M,Gold,2
ROU,Romania,1988,M,Silver,10
ROU,Romania,1992,M,Bronze,6
ROU,Romania,1992,M,Gold,4
ROU,Romania,1992,M,Silver,6
ROU,Romania,1996,M,Bronze,5
ROU,Romania,1996,M,Silver,3
ROU,Romania,2000,M,Bronze,4
ROU,Romania,2000,M,Gold,4
ROU,Romania,2000,M,Silver,1
ROU,Romania,2004,M,Bronze,9
ROU,Romania,2004,M,Silver,3
ROU,Romania,2008,M,Bronze,1
ROU,Romania,2012,M,Bronze,1
ROU,Romania,2012,M,Gold,1
ROU,Romania,2012,M,Silver,4
ROU,Romania,2016,M,Bronze,1
ROU,Romania,2016,M,Silver,2
ROU,Romania-1,1968,M,Bronze,2
FRA,Rose Pompon,1920,M,Silver,1
BEL,Royal Club Nautique de Gand,1908,M,Silver,1
SWE,Rush V,1956,M,Gold,2
SWE,Rush VII,1964,M,Silver,3
RUS,Russia,1994,F,Bronze,2
RUS,Russia,1994,F,Gold,9
RUS,Russia,1994,F,Silver,3
RUS,Russia,1996,F,Bronze,11
RUS,Russia,1996,F,Gold,6
RUS,Russia,1996,F,Silver,14
RUS,Russia,1998,F,Bronze,1
RUS,Russia,1998,F,Gold,9
RUS,Russia,1998,F,Silver,6
RUS,Russia,2000,F,Bronze,29
RUS,Russia,2000,F,Gold,29
RUS,Russia,2000,F,Silver,30
RUS,Russia,2002,F,Bronze,5
RUS,Russia,2002,F,Gold,2
RUS,Russia,2002,F,Silver,2
RUS,Russia,2004,F,Bronze,27
RUS,Russia,2004,F,Gold,29
RUS,Russia,2004,F,Silver,35
RUS,Russia,2006,F,Bronze,10
RUS,Russia,2006,F,Gold,10
RUS,Russia,2006,F,Silver,1
RUS,Russia,2008,F,Bronze,19
RUS,Russia,2008,F,Gold,31
RUS,Russia,2008,F,Silver,32
RUS,Russia,2010,F,Bronze,2
RUS,Russia,2010,F,Gold,4
RUS,Russia,2010,F,Silver,2
RUS,Russia,2012,F,Bronze,15
RUS,Russia,2012,F,Gold,26
RUS,Russia,2012,F,Silver,28
RUS,Russia,2014,F,Bronze,7
RUS,Russia,2014,F,Gold,2
RUS,Russia,2014,F,Silver,7
RUS,Russia,2016,F,Bronze,22
RUS,Russia,2016,F,Gold,39
RUS,Russia,2016,F,Silver,19
RUS,Russia,1912,M,Bronze,1
RUS,Russia,1912,M,Silver,1
RUS,Russia,1994,M,Bronze,2
RUS,Russia,1994,M,Gold,4
RUS,Russia,1994,M,Silver,6
RUS,Russia,1996,M,Bronze,23
RUS,Russia,1996,M,Gold,29
RUS,Russia,1996,M,Silver,31
RUS,Russia,1998,M,Bronze,5
RUS,Russia,1998,M,Gold,1
RUS,Russia,1998,M,Silver,22
RUS,Russia,2000,M,Bronze,25
RUS,Russia,2000,M,Gold,37
RUS,Russia,2000,M,Silver,36
RUS,Russia,2002,M,Bronze,22
RUS,Russia,2002,M,Gold,2
RUS,Russia,2002,M,Silver,1
RUS,Russia,2004,M,Bronze,68
RUS,Russia,2004,M,Gold,19
RUS,Russia,2004,M,Silver,11
RUS,Russia,2006,M,Bronze,3
RUS,Russia,2006,M,Gold,2
RUS,Russia,2006,M,Silver,7
RUS,Russia,2008,M,Bronze,34
RUS,Russia,2008,M,Gold,12
RUS,Russia,2008,M,Silver,14
RUS,Russia,2010,M,Bronze,8
RUS,Russia,2010,M,Gold,2
RUS,Russia,2010,M,Silver,3
RUS,Russia,2012,M,Bronze,34
RUS,Russia,2012,M,Gold,24
RUS,Russia,2012,M,Silver,10
RUS,Russia,2014,M,Bronze,4
RUS,Russia,2014,M,Gold,17
RUS,Russia,2014,M,Silver,13
RUS,Russia,2016,M,Bronze,13
RUS,Russia,2016,M,Gold,11
RUS,Russia,2016,M,Silver,9
RUS,Russia-1,1994,F,Gold,1
RUS,Russia-1,1998,F,Gold,2
RUS,Russia-1,2002,F,Gold,1
RUS,Russia-1,2002,F,Silver,1
RUS,Russia-1,2006,F,Gold,2
RUS,Russia-1,2010,F,Bronze,1
RUS,Russia-1,2012,F,Bronze,2
RUS,Russia-1,2014,F,Gold,1
RUS,Russia-1,1994,M,Gold,2
RUS,Russia-1,1998,M,Gold,2
RUS,Russia-1,2002,M,Gold,1
RUS,Russia-1,2002,M,Silver,1
RUS,Russia-1,2006,M,Gold,2
RUS,Russia-1,2006,M,Silver,4
RUS,Russia-1,2010,M,Bronze,3
RUS,Russia-1,2014,M,Gold,7
RUS,Russia-2,1994,F,Silver,2
RUS,Russia-2,1998,F,Silver,2
RUS,Russia-2,2016,F,Gold,2
RUS,Russia-2,1994,M,Silver,2
RUS,Russia-2,1998,M,Silver,2
NED,Salinero,2008,F,Silver,1
GER,Satchmo,2008,F,Gold,1
KSA,Saudi Arabia,2000,M,Bronze,1
KSA,Saudi Arabia,2000,M,Silver,1
KSA,Saudi Arabia,2012,M,Bronze,3
SEN,Senegal,1988,M,Silver,1
SRB,Serbia,2012,F,Gold,1
SRB,Serbia,2012,F,Silver,1
SRB,Serbia,2016,F,Bronze,13
SRB,Serbia,2016,F,Silver,13
SRB,Serbia,2008,M,Bronze,14
SRB,Serbia,2008,M,Silver,1
SRB,Serbia,2012,M,Bronze,14
SRB,Serbia,2016,M,Gold,14
SRB,Serbia,2016,M,Silver,14
SCG,Serbia and Montenegro,1996,F,Bronze,1
SCG,Serbia and Montenegro,1996,F,Gold,1
SCG,Serbia and Montenegro,2000,F,Silver,1
SCG,Serbia and Montenegro,2004,F,Silver,1
SCG,Serbia and Montenegro,1996,M,Bronze,9
SCG,Serbia and Montenegro,1996,M,Silver,12
SCG,Serbia and Montenegro,2000,M,Bronze,13
SCG,Serbia and Montenegro,2000,M,Gold,11
SCG,Serbia and Montenegro,2004,M,Silver,12
USA,Shrew II,1960,M,Bronze,2
SGP,Singapore,2008,F,Silver,3
SGP,Singapore,2012,F,Bronze,4
SGP,Singapore,1960,M,Silver,1
SGP,Singapore,2016,M,Gold,1
NOR,Sirene,1960,M,Gold,2
DEN,Skum,1960,M,Silver,2
SWE,Slaghoken II,1956,M,Gold,1
SVK,Slovakia,2000,F,Silver,2
SVK,Slovakia,2004,F,Gold,1
SVK,Slovakia,2008,F,Gold,1
SVK,Slovakia,2008,F,Silver,1
SVK,Slovakia,2010,F,Gold,1
SVK,Slovakia,2010,F,Silver,1
SVK,Slovakia,2012,F,Bronze,1
SVK,Slovakia,2012,F,Silver,1
SVK,Slovakia,2014,F,Gold,1
SVK,Slovakia,1996,M,Bronze,1
SVK,Slovakia,1996,M,Gold,1
SVK,Slovakia,1996,M,Silver,1
SVK,Slovakia,2000,M,Bronze,1
SVK,Slovakia,2000,M,Gold,2
SVK,Slovakia,2000,M,Silver,1
SVK,Slovakia,2004,M,Bronze,5
SVK,Slovakia,2004,M,Gold,2
SVK,Slovakia,2004,M,Silver,2
SVK,Slovakia,2006,M,Silver,1
SVK,Slovakia,2008,M,Bronze,1
SVK,Slovakia,2008,M,Gold,3
SVK,Slovakia,2008,M,Silver,4
SVK,Slovakia,2010,M,Bronze,1
SVK,Slovakia,2012,M,Bronze,3
SVK,Slovakia,2016,M,Gold,3
SVK,Slovakia,2016,M,Silver,5
SLO,Slovenia,1994,F,Bronze,2
SLO,Slovenia,1996,F,Silver,1
SLO,Slovenia,2004,F,Bronze,2
SLO,Slovenia,2008,F,Bronze,1
SLO,Slovenia,2008,F,Silver,1
SLO,Slovenia,2010,F,Bronze,1
SLO,Slovenia,2010,F,Silver,2
SLO,Slovenia,2012,F,Gold,1
SLO,Slovenia,2014,F,Bronze,2
SLO,Slovenia,2014,F,Gold,2
SLO,Slovenia,2016,F,Bronze,1
SLO,Slovenia,2016,F,Gold,1
SLO,Slovenia,1992,M,Bronze,5
SLO,Slovenia,1994,M,Bronze,1
SLO,Slovenia,1996,M,Silver,1
SLO,Slovenia,2000,M,Gold,3
SLO,Slovenia,2002,M,Bronze,4
SLO,Slovenia,2004,M,Bronze,1
SLO,Slovenia,2004,M,Silver,2
SLO,Slovenia,2008,M,Bronze,1
SLO,Slovenia,2008,M,Gold,1
SLO,Slovenia,2008,M,Silver,1
SLO,Slovenia,2012,M,Bronze,3
SLO,Slovenia,2012,M,Silver,1
SLO,Slovenia,2014,M,Bronze,2
SLO,Slovenia,2014,M,Silver,2
SLO,Slovenia,2016,M,Silver,2
DEN,Snap,1948,M,Bronze,2
RSA,South Africa,1932,F,Bronze,1
RSA,South Africa,1952,F,Silver,1
RSA,South Africa,1992,F,Silver,1
